accommodation_id,name,accommodation_type,gender_preference,latitude,longitude,monthly_rent,wifi,ac,food_mess,laundry,monthly_rent_numeric,dist_mnit_jaipur_jln_marg_km,dist_jagatpura_education_belt_km,dist_vaishali_nagar_tech_corridor_km,distance_to_nearest_hub_km,nearest_hub,total_amenities,rent_normalized,vfm_index,monthly_rent_numeric_scaled,distance_to_nearest_hub_km_scaled,total_amenities_scaled,vfm_index_scaled
JPR0310,Comfort Nest,Hostel,Girls,26.841956,75.813718,11500 per month,0,0,1,1,11500.0,0.08,4.58,10.93,0.08,MNIT Jaipur (JLN Marg),2,0.4875,3.72,0.530299446650549,-1.0004841153629842,-0.03272099955018445,-0.4106816027055846
JPR0311,Ivory Manor,PG,Girls,26.850384,75.84239,INR 6400/month,0,0,0,0,6400.0,3.05,3.91,12.53,3.05,MNIT Jaipur (JLN Marg),0,0.16875,0.0,-0.8639304625760726,0.030170058545315775,-1.6687709770594055,-1.2554905267507386
JPR0312,Elite Manor,PG,Boys,26.937056,75.731488,17800 per month,0,1,1,1,17800.0,13.29,17.85,2.8,2.8,Vaishali Nagar Tech Corridor,3,0.88125,3.22,2.2525834521657875,-0.056585343298817224,0.785303989204426,-0.5242311892707935
JPR0313,Silver Oak House,Independent Flat,Girls,26.841162,75.8108,"₹9,200/month",1,1,1,0,9200.0,0.25,4.76,10.79,0.25,MNIT Jaipur (JLN Marg),3,0.34375,7.62,-0.09847090456930002,-0.9414904421089737,0.785303989204426,0.47500517250304447
JPR0314,Blue Orchid Nest,PG,Co-ed,26.847625,75.870991,Rs. 6900,0,0,0,0,6900.0,5.78,4.14,15.13,4.14,Jagatpura Education Belt,0,0.2,0.0,-0.727241255789149,0.40842361058573556,-1.6687709770594055,-1.2554905267507386
JPR0315,Blue Orchid Homes,Hostel,Girls,26.814251,75.844796,7700,0,0,0,1,7700.0,4.43,0.49,15.28,0.49,Jagatpura Education Belt,1,0.25,3.33,-0.5085385249300711,-0.858205256338606,-0.8507459883047949,-0.4992502802264476
JPR0316,Golden Nest Palace,PG,Girls,26.854352,75.833729,"₹8,600/month",1,1,0,0,8600.0,2.46,4.56,11.57,2.46,MNIT Jaipur (JLN Marg),2,0.30625,5.61,-0.26249795271360843,-0.17457268980683804,-0.03272099955018445,0.018535834510904903
JPR0317,Urban Heights,PG,Girls,26.816311,75.813515,"₹10,400/month",0,0,0,0,10400.0,2.88,3.56,13.11,2.88,MNIT Jaipur (JLN Marg),0,0.41875,0.0,0.22958319171931682,-0.02882361470869464,-1.6687709770594055,-1.2554905267507386
JPR0318,Royal Manor,Hostel,Co-ed,26.830522,75.83159,Rs. 8500,1,1,0,1,8500.0,2.26,2.41,13.08,2.26,MNIT Jaipur (JLN Marg),3,0.3,8.57,-0.2898357940709932,-0.2439770112821445,0.785303989204426,0.6907493869769413
JPR0319,Golden Nest Address,Hostel,Co-ed,26.930994,75.740852,14900,1,0,1,0,14900.0,12.19,16.73,2.12,2.12,Vaishali Nagar Tech Corridor,2,0.7,2.67,1.45978605280163,-0.2925600363148589,-0.03272099955018445,-0.6491357344925233
JPR0320,Silver Oak Court,Hostel,Boys,26.889972,75.674103,INR 4300/month,0,0,0,1,4300.0,14.77,19.25,6.69,6.69,Vaishali Nagar Tech Corridor,1,0.0375,11.43,-1.4380251310811523,1.2933287093958923,-0.8507459883047949,1.3402530221299358
JPR0321,Crimson Manor,PG,Girls,26.84764,75.840828,9800,1,0,1,1,9800.0,2.83,3.64,12.58,2.83,MNIT Jaipur (JLN Marg),3,0.38125,6.96,0.0655561435750084,-0.04617469507752118,0.785303989204426,0.3251197182369687
JPR0322,Golden Nest Stay,PG,Boys,26.893266,75.753603,5600 per month,1,0,0,0,5600.0,8.18,12.83,2.69,2.69,Vaishali Nagar Tech Corridor,1,0.11875,5.93,-1.0826331934351505,-0.0947577201102357,-0.8507459883047949,0.09120756991263844
JPR0323,Comfort Manor,Hostel,Girls,26.930899,75.753316,"₹13,600/month",1,0,1,1,13600.0,11.5,15.96,2.64,2.64,Vaishali Nagar Tech Corridor,3,0.61875,4.49,1.1043941151556285,-0.11210880047906223,0.785303989204426,-0.23581523939516297
JPR0324,Sunshine Nest,Hostel,Boys,26.866355,75.8129,14100 per month,1,1,1,1,14100.0,2.69,6.69,9.11,2.69,MNIT Jaipur (JLN Marg),4,0.65,5.71,1.241083321942552,-0.0947577201102357,1.6033289779590365,0.041245751823946596
JPR0325,Ivory Palace,PG,Co-ed,26.760607,75.894978,INR 9800/month,1,0,1,1,9800.0,12.19,7.62,23.04,7.62,Jagatpura Education Belt,3,0.38125,6.96,0.0655561435750084,1.616058804256067,0.785303989204426,0.3251197182369687
JPR0326,Zenith Homes,PG,Boys,26.823895,75.839832,11000 per month,1,1,0,0,11000.0,3.35,1.31,14.18,1.31,Jagatpura Education Belt,2,0.45625,3.95,0.39361023986362526,-0.5736475382898498,-0.03272099955018445,-0.35844879288558856
JPR0327,Comfort Manor,PG,Girls,26.784453,75.833669,6700,0,0,0,0,6700.0,6.74,3.82,17.16,3.82,Jagatpura Education Belt,0,0.1875,0.0,-0.7819169385039184,0.2973766962252454,-1.6687709770594055,-1.2554905267507386
JPR0328,Serene Enclave,Independent Flat,Girls,26.864025,75.789597,9800 per month,0,0,0,0,9800.0,3.36,8.0,7.5,3.36,MNIT Jaipur (JLN Marg),0,0.38125,0.0,0.0655561435750084,0.1377467568320407,-1.6687709770594055,-1.2554905267507386
JPR0329,Cozy Homes,Hostel,Boys,26.906874,75.748375,INR 13600/month,1,1,0,1,13600.0,9.63,14.25,1.3,1.3,Vaishali Nagar Tech Corridor,3,0.61875,4.49,1.1043941151556285,-0.5771177543636151,0.785303989204426,-0.23581523939516297
JPR0330,Urban Court,Independent Flat,Co-ed,26.824619,75.82342,INR 10100/month,1,0,1,1,10100.0,2.21,2.76,13.0,2.21,MNIT Jaipur (JLN Marg),3,0.4,6.67,0.14756966764716262,-0.26132809165097104,0.785303989204426,0.2592609580291476
JPR0331,Cozy Homes,PG,Co-ed,26.825375,75.814767,INR 6800/month,0,0,0,0,6800.0,1.88,3.6,12.38,1.88,MNIT Jaipur (JLN Marg),0,0.19375,0.0,-0.7545790971465337,-0.37584522208522664,-1.6687709770594055,-1.2554905267507386
JPR0332,Cozy Villa,Independent Flat,Girls,26.847526,75.799854,12000,0,0,1,0,12000.0,1.43,6.05,9.54,1.43,MNIT Jaipur (JLN Marg),1,0.51875,1.76,0.6669886534374726,-0.532004945404666,-0.8507459883047949,-0.8557959820412034
JPR0333,Highland Stay,PG,Girls,26.813027,75.848508,INR 18100/month,1,0,0,1,18100.0,4.79,0.32,15.64,0.32,Jagatpura Education Belt,2,0.9,2.11,2.3345969762379415,-0.9171989295926165,-0.03272099955018445,-0.7763112714455572
JPR0334,Crimson Heights,Hostel,Boys,26.842141,75.81313,"₹5,300/month",1,0,0,0,5300.0,0.01,4.64,10.87,0.01,MNIT Jaipur (JLN Marg),1,0.1,6.67,-1.1646467175073048,-1.0247756278793414,-0.8507459883047949,0.2592609580291476
JPR0335,Green Valley Stay,Hostel,Girls,26.904131,75.743799,INR 5900/month,0,1,0,0,5900.0,9.72,14.36,1.14,1.14,Vaishali Nagar Tech Corridor,1,0.1375,5.33,-1.0006196693629963,-0.6326412115438603,-0.8507459883047949,-0.04505193396561211
JPR0336,Blue Orchid Homes,PG,Boys,26.821722,75.832339,11800 per month,1,0,1,0,11800.0,2.98,1.82,13.83,1.82,Jagatpura Education Belt,2,0.50625,3.6,0.6123129707227032,-0.3966665185278185,-0.03272099955018445,-0.4379335034812348
JPR0337,Amber Retreat,PG,Girls,26.848713,75.73226,12200 per month,1,1,1,1,12200.0,8.04,12.19,7.08,7.08,Vaishali Nagar Tech Corridor,4,0.53125,6.88,0.7216643361522421,1.4286671362727397,1.6033289779590365,0.3069517843865353
JPR0338,Blue Orchid Address,PG,Co-ed,26.843698,75.824673,6200 per month,0,0,0,1,6200.0,1.17,3.96,11.58,1.17,MNIT Jaipur (JLN Marg),1,0.15625,4.85,-0.9186061452908422,-0.6222305633225643,-0.8507459883047949,-0.1540595370682127
JPR0339,Amber Nest,PG,Boys,26.840837,75.811839,7200,0,1,0,1,7200.0,0.19,4.65,10.89,0.19,MNIT Jaipur (JLN Marg),2,0.21875,7.44,-0.6452277317169948,-0.9623117385515656,-0.03272099955018445,0.4341273213395693
JPR0340,Silver Oak Homes,Hostel,Co-ed,26.894132,75.717789,4800 per month,0,0,1,0,4800.0,11.07,15.69,2.76,2.76,Vaishali Nagar Tech Corridor,1,0.06875,8.42,-1.3013359242942284,-0.07046620759387852,-0.8507459883047949,0.6566845110073786
JPR0341,Sunrise Enclave,Hostel,Boys,26.90209,75.747582,7000,1,0,1,0,7000.0,9.3,13.93,1.56,1.56,Vaishali Nagar Tech Corridor,2,0.20625,7.8,-0.6999034144317643,-0.48689213644571677,-0.03272099955018445,0.5158830236665196
JPR0342,Copper Leaf Retreat,Hostel,Co-ed,26.771297,75.843393,10100,0,1,1,0,10100.0,8.44,4.98,18.91,4.98,Jagatpura Education Belt,2,0.4,4.44,0.14756966764716262,0.6999217607820227,-0.03272099955018445,-0.2471701980516838
JPR0343,Golden Nest Residency,Hostel,Boys,26.926802,75.739443,INR 12600/month,1,0,0,1,12600.0,11.9,16.47,1.63,1.63,Vaishali Nagar Tech Corridor,2,0.55625,3.3,0.8310157015817811,-0.46260062392935963,-0.03272099955018445,-0.5060632554203601
JPR0344,Serene Nest,Hostel,Girls,26.905439,75.744008,"₹9,300/month",0,0,0,0,9300.0,9.81,14.44,1.05,1.05,Vaishali Nagar Tech Corridor,0,0.35,0.0,-0.07113306321191529,-0.6638731562077481,-1.6687709770594055,-1.2554905267507386
JPR0345,Comfort Address,PG,Boys,26.805763,75.843201,INR 10500/month,1,1,0,0,10500.0,5.04,1.27,15.87,1.27,Jagatpura Education Belt,2,0.425,4.21,0.25692103307670155,-0.5875284025849111,-0.03272099955018445,-0.29940300787168
JPR0346,Blue Orchid Stay,PG,Co-ed,26.898921,75.724717,,1,0,0,0,9100.0,10.79,15.44,1.91,1.91,Vaishali Nagar Tech Corridor,1,0.3375,2.58,-0.12580874592668476,-0.36543457386393063,-0.8507459883047949,-0.6695746600742608
JPR0347,Copper Leaf Nest,Independent Flat,Girls,26.854769,75.779282,19700,1,1,1,1,19700.0,3.63,8.2,7.66,3.63,MNIT Jaipur (JLN Marg),4,1.0,3.81,2.7720024379560972,0.23144259082370433,1.6033289779590365,-0.390242677123847
JPR0348,Prime Nest,PG,Boys,26.869614,75.804183,10900,1,1,1,0,10900.0,3.17,7.48,8.2,3.17,MNIT Jaipur (JLN Marg),3,0.45,6.0,0.3662723985062405,0.07181265143049964,0.785303989204426,0.10710451203176774
JPR0349,Royal Nest,Hostel,Girls,26.815938,75.849838,12900 per month,1,1,1,1,12900.0,4.68,0.05,15.51,0.05,Jagatpura Education Belt,4,0.575,6.4,0.9130292256539353,-1.0108947635842802,1.6033289779590365,0.1979441812839349
JPR0350,Highland House,PG,Girls,26.815697,75.849247,10300 per month,0,1,0,0,10300.0,4.65,0.02,15.49,0.02,Jagatpura Education Belt,1,0.4125,2.16,0.20224535036193209,-1.021305411805576,-0.8507459883047949,-0.7649563127890363
JPR0351,Maple Nest,Hostel,Girls,26.817905,75.906968,INR 5000/month,0,1,0,0,5000.0,9.71,5.72,19.88,5.72,Jagatpura Education Belt,1,0.08125,7.62,-1.246660241579459,0.9567177502406561,-0.8507459883047949,0.47500517250304447
JPR0352,Sunshine Residency,Hostel,Co-ed,26.953948,75.693259,Rs. 10400,0,0,1,1,10400.0,17.19,21.81,6.33,6.33,Vaishali Nagar Tech Corridor,2,0.41875,4.27,0.22958319171931682,1.1684009307403407,-0.03272099955018445,-0.285777057483855
JPR0353,Prime Villa,PG,Girls,26.875725,75.792062,Rs. 4200,1,1,1,0,4200.0,4.27,8.76,6.82,4.27,MNIT Jaipur (JLN Marg),3,0.03125,36.92,-1.4653629724385369,0.4535364195446847,0.785303989204426,7.129010945224284
JPR0354,Maple Palace,PG,Boys,26.839801,75.813239,11000 per month,1,1,1,1,11000.0,0.27,4.47,11.07,0.27,MNIT Jaipur (JLN Marg),4,0.45625,7.9,0.39361023986362526,-0.9345500099614431,1.6033289779590365,0.5385929409795615
JPR0355,Blue Orchid Heights,Hostel,Boys,26.814347,75.85671,Rs. 7200,1,1,0,0,7200.0,5.33,0.74,16.13,0.74,Jagatpura Education Belt,2,0.21875,7.44,-0.6452277317169948,-0.771449854494473,-0.03272099955018445,0.4341273213395693
JPR0356,Sunshine Manor,PG,Girls,26.915004,75.728037,7600 per month,1,0,0,1,7600.0,11.69,16.33,0.92,0.92,Vaishali Nagar Tech Corridor,2,0.24375,6.81,-0.5358763662874558,-0.7089859651666973,-0.03272099955018445,0.291054842267406
JPR0357,Blue Orchid Court,PG,Girls,26.905744,75.754934,17900,1,1,1,1,17900.0,9.12,13.71,1.94,1.94,Vaishali Nagar Tech Corridor,4,0.8875,4.27,2.2799212935231723,-0.3550239256426347,1.6033289779590365,-0.285777057483855
JPR0358,Prime Point,Hostel,Boys,26.837719,75.789746,INR 6600/month,1,0,0,1,6600.0,2.36,6.4,9.82,2.36,MNIT Jaipur (JLN Marg),2,0.18125,8.65,-0.8092547798613032,-0.20927485054449127,-0.03272099955018445,0.7089173208273748
JPR0359,Amber Homes,PG,Boys,26.809977,75.770981,"₹15,900/month",1,0,1,1,15900.0,5.5,7.81,11.87,5.5,MNIT Jaipur (JLN Marg),3,0.7625,3.69,1.7331644663754775,0.8803729966178192,0.785303989204426,-0.4174945778994972
JPR0360,Zenith Villa,Independent Flat,Girls,26.843427,75.815979,INR 6800/month,1,1,0,1,6800.0,0.33,4.52,10.97,0.33,MNIT Jaipur (JLN Marg),3,0.19375,12.31,-0.7545790971465337,-0.9137287135188511,0.785303989204426,1.5401002944847035
JPR0361,Sunshine Point,Hostel,Co-ed,26.923049,75.763031,7700 per month,1,0,0,1,7700.0,10.27,14.68,2.86,2.86,Vaishali Nagar Tech Corridor,2,0.25,6.67,-0.5085385249300711,-0.035764046856225286,-0.03272099955018445,0.2592609580291476
JPR0362,Copper Leaf Manor,PG,Boys,26.837931,75.794819,10500 per month,1,0,0,1,10500.0,1.87,5.95,10.07,1.87,MNIT Jaipur (JLN Marg),2,0.425,4.21,0.25692103307670155,-0.3793154381589919,-0.03272099955018445,-0.29940300787168
JPR0363,Comfort Homes,Hostel,Girls,26.839879,75.811829,INR 11900/month,1,1,1,1,11900.0,0.28,4.59,10.96,0.28,MNIT Jaipur (JLN Marg),4,0.5125,7.11,0.6396508120800879,-0.9310797938876777,1.6033289779590365,0.3591845942065315
JPR0364,Sunrise Enclave,Hostel,Co-ed,26.822297,75.847673,7400 per month,0,0,0,0,7400.0,4.09,0.74,14.87,0.74,Jagatpura Education Belt,0,0.23125,0.0,-0.5905520490022252,-0.771449854494473,-1.6687709770594055,-1.2554905267507386
JPR0365,Cozy Stay,PG,Girls,26.85638,75.857318,Rs. 6800,1,0,0,0,6800.0,4.67,4.58,13.47,4.58,Jagatpura Education Belt,1,0.19375,4.1,-0.7545790971465337,0.5611131178314098,-0.8507459883047949,-0.324383916916026
JPR0366,Elite Manor,PG,Boys,26.92963,75.742237,Rs. 6200,0,1,1,0,6200.0,11.99,16.53,2.0,2.0,Vaishali Nagar Tech Corridor,2,0.15625,9.7,-0.9186061452908422,-0.33420262920004273,-0.03272099955018445,0.9473714526143131
JPR0367,Crimson Retreat,PG,Girls,26.889293,75.889309,4300 per month,0,1,1,0,4300.0,9.2,9.08,15.34,9.08,Jagatpura Education Belt,2,0.0375,22.86,-1.4380251310811523,2.1227103510258036,-0.03272099955018445,3.9359965710106106
JPR0368,Comfort Point,PG,Co-ed,26.882355,75.860222,11300 per month,1,1,0,1,11300.0,6.47,7.48,12.68,6.47,MNIT Jaipur (JLN Marg),3,0.475,5.71,0.4756237639357795,1.216983955773055,0.785303989204426,0.041245751823946596
JPR0369,Blue Orchid Villa,PG,Boys,26.848867,75.866906,Rs. 14200,1,0,1,0,14200.0,5.4,4.07,14.71,4.07,Jagatpura Education Belt,2,0.65625,2.83,1.268421163299937,0.38413209806937854,-0.03272099955018445,-0.6127998667916564
JPR0370,Zenith Residency,PG,Girls,26.908185,75.732935,15300 per month,1,1,1,1,15300.0,10.81,15.46,0.6,0.6,Vaishali Nagar Tech Corridor,4,0.725,5.16,1.569137418231169,-0.8200328795271875,1.6033289779590365,-0.08365879339778311
JPR0371,Comfort Villa,PG,Boys,26.91868,75.725504,7800 per month,1,0,1,1,7800.0,12.15,16.79,1.33,1.33,Vaishali Nagar Tech Corridor,3,0.25625,9.8,-0.48120068357268636,-0.5667071061423191,0.785303989204426,0.9700813699273553
JPR0372,Comfort Retreat,Hostel,Boys,26.784419,75.895671,INR 10600/month,1,1,1,0,10600.0,10.42,5.77,21.23,5.77,Jagatpura Education Belt,3,0.43125,6.23,0.2842588744340863,0.9740688306094827,0.785303989204426,0.1593373218517639
JPR0373,Highland Palace,Hostel,Girls,26.816961,75.842703,"₹9,000/month",0,0,1,1,9000.0,4.07,0.68,14.92,0.68,Jagatpura Education Belt,2,0.33125,5.25,-0.1531465872840695,-0.7922711509370649,-0.03272099955018445,-0.06321986781604555
JPR0374,Sunrise Homes,Hostel,Girls,26.818988,75.842121,,1,1,0,0,9100.0,3.87,0.8,14.72,0.8,Jagatpura Education Belt,2,0.3375,5.16,-0.12580874592668476,-0.7506285580518812,-0.03272099955018445,-0.08365879339778311
JPR0375,Green Valley Residency,Hostel,Boys,26.836053,75.800912,INR 12200/month,1,0,1,1,12200.0,1.38,5.31,10.6,1.38,MNIT Jaipur (JLN Marg),3,0.53125,5.16,0.7216643361522421,-0.5493560257734926,0.785303989204426,-0.08365879339778311
JPR0376,Prime Homes,Hostel,Girls,26.840589,75.811221,"₹9,800/month",1,0,0,1,9800.0,0.25,4.69,10.87,0.25,MNIT Jaipur (JLN Marg),2,0.38125,4.64,0.0655561435750084,-0.9414904421089737,-0.03272099955018445,-0.20175036342560043
JPR0377,Crimson Court,Hostel,Girls,26.804218,75.841547,7900 per month,0,0,1,0,7900.0,5.09,1.51,15.89,1.51,Jagatpura Education Belt,1,0.2625,3.2,-0.4538628422153016,-0.5042432168145434,-0.8507459883047949,-0.5287731727334019
JPR0378,Blue Orchid Villa,Hostel,Girls,26.841859,75.808373,6700 per month,1,1,0,0,6700.0,0.46,5.0,10.57,0.46,MNIT Jaipur (JLN Marg),2,0.1875,8.42,-0.7819169385039184,-0.868615904559902,-0.03272099955018445,0.6566845110073786
JPR0379,Royal Residency,PG,Girls,26.825081,75.898436,INR 7800/month,1,1,0,0,7800.0,8.69,4.97,18.74,4.97,Jagatpura Education Belt,2,0.25625,6.53,-0.48120068357268636,0.6964515447082571,-0.03272099955018445,0.22746707379088918
JPR0380,Ivory Stay,Independent Flat,Boys,26.914541,75.737176,10500 per month,0,1,0,1,10500.0,11.01,15.64,0.25,0.25,Vaishali Nagar Tech Corridor,2,0.425,4.21,0.25692103307670155,-0.9414904421089737,-0.03272099955018445,-0.29940300787168
JPR0381,Maple Homes,PG,Co-ed,26.797709,75.833244,14800,1,1,1,1,14800.0,5.34,2.57,15.93,2.57,Jagatpura Education Belt,4,0.69375,5.38,1.4324482114442452,-0.13640031299541958,1.6033289779590365,-0.03369697530909127
JPR0382,Maple Enclave,PG,Girls,26.914317,75.756656,INR 10900/month,1,1,1,0,10900.0,9.77,14.31,1.98,1.98,Vaishali Nagar Tech Corridor,3,0.45,6.0,0.3662723985062405,-0.3411430613475734,0.785303989204426,0.10710451203176774
JPR0383,Copper Leaf Homes,Hostel,Girls,26.832944,75.806,"₹6,100/month",0,0,1,0,6100.0,1.24,4.71,11.18,1.24,MNIT Jaipur (JLN Marg),1,0.15,5.0,-0.9459439866482269,-0.597939050806207,-0.8507459883047949,-0.11999466109864998
JPR0384,Amber Manor,PG,Co-ed,26.859289,75.897313,INR 17000/month,1,1,1,1,17000.0,8.58,6.78,16.98,6.78,Jagatpura Education Belt,4,0.83125,4.54,2.0338807213067094,1.3245606540597803,1.6033289779590365,-0.22446028073864213
JPR0385,Amber Retreat,PG,Boys,26.841084,75.809515,Rs. 7900,0,0,0,0,7900.0,0.37,4.85,10.71,0.37,MNIT Jaipur (JLN Marg),0,0.2625,0.0,-0.4538628422153016,-0.8998478492237898,-1.6687709770594055,-1.2554905267507386
JPR0386,Comfort Retreat,Hostel,Boys,26.9018,75.742505,INR 12200/month,1,0,0,0,12200.0,9.63,14.28,1.3,1.3,Vaishali Nagar Tech Corridor,1,0.53125,1.72,0.7216643361522421,-0.5771177543636151,-0.8507459883047949,-0.8648799489664202
JPR0387,Golden Nest Villa,Hostel,Girls,26.902223,75.70693,6000 per month,0,0,0,0,6000.0,12.46,17.09,3.17,3.17,Vaishali Nagar Tech Corridor,0,0.14375,0.0,-0.9732818280056116,0.07181265143049964,-1.6687709770594055,-1.2554905267507386
JPR0388,Ivory Retreat,Hostel,Girls,26.986152,75.823232,9400 per month,1,1,1,0,9400.0,16.04,19.12,11.87,11.87,Vaishali Nagar Tech Corridor,3,0.35625,7.38,-0.043795221854530546,3.090900635606327,0.785303989204426,0.42050137095174417
JPR0389,Cozy House,Hostel,Co-ed,26.841803,75.810261,18300,1,1,1,1,18300.0,0.28,4.84,10.7,0.28,MNIT Jaipur (JLN Marg),4,0.9125,4.16,2.389272658952711,-0.9310797938876777,1.6033289779590365,-0.3107579665282008
JPR0390,Zenith Villa,PG,Co-ed,26.839258,75.83455,5900,0,1,0,0,5900.0,2.16,3.0,12.65,2.16,MNIT Jaipur (JLN Marg),1,0.1375,5.33,-1.0006196693629963,-0.2786791720197976,-0.8507459883047949,-0.04505193396561211
JPR0391,Cozy Retreat,PG,Boys,26.767472,75.698845,17300,1,0,1,1,17300.0,14.05,15.88,16.54,14.05,MNIT Jaipur (JLN Marg),3,0.85,3.33,2.115894245378864,3.847407739687168,0.785303989204426,-0.4992502802264476
JPR0392,Urban Address,Hostel,Girls,26.86027,75.865957,"₹5,700/month",1,0,0,0,5700.0,5.62,5.21,14.06,5.21,Jagatpura Education Belt,1,0.125,5.71,-1.055295352077766,0.7797367304786249,-0.8507459883047949,0.041245751823946596
JPR0393,Sunshine Heights,PG,Girls,26.913586,75.746561,16100,1,1,1,1,16100.0,10.32,14.91,0.98,0.98,Vaishali Nagar Tech Corridor,4,0.775,4.85,1.787840149090247,-0.6881646687241053,1.6033289779590365,-0.1540595370682127
JPR0394,Ivory Nest,Hostel,Boys,26.921251,75.741479,"₹10,800/month",1,1,1,0,10800.0,11.3,15.88,1.1,1.1,Vaishali Nagar Tech Corridor,3,0.44375,6.08,0.3389345571488558,-0.6465220758389215,0.785303989204426,0.12527244588220118
JPR0395,Zenith House,PG,Co-ed,26.830821,75.857014,15800,1,1,0,1,15800.0,4.55,1.83,14.98,1.83,Jagatpura Education Belt,3,0.75625,3.72,1.7058266250180927,-0.3931963024540531,0.785303989204426,-0.4106816027055846
JPR0396,Maple Villa,PG,Co-ed,26.926078,75.731417,"₹5,000/month",0,0,1,0,5000.0,12.35,16.95,1.62,1.62,Vaishali Nagar Tech Corridor,1,0.08125,7.62,-1.246660241579459,-0.4660708400031249,-0.8507459883047949,0.47500517250304447
JPR0397,Green Valley Point,Hostel,Girls,26.868803,75.873617,INR 13700/month,1,1,1,1,13700.0,6.7,6.36,14.4,6.36,Jagatpura Education Belt,4,0.625,5.93,1.131731956513013,1.1788115789616367,1.6033289779590365,0.09120756991263844
JPR0398,Silver Oak Retreat,Hostel,Boys,26.889105,75.731335,INR 8500/month,1,0,1,0,8500.0,9.63,14.27,2.64,2.64,Vaishali Nagar Tech Corridor,2,0.3,5.71,-0.2898357940709932,-0.11210880047906223,-0.03272099955018445,0.041245751823946596
JPR0399,Ivory Retreat,Hostel,Boys,26.907901,75.745386,7300 per month,1,0,1,0,7300.0,9.92,14.54,0.98,0.98,Vaishali Nagar Tech Corridor,2,0.225,7.27,-0.6178898903596101,-0.6881646687241053,-0.03272099955018445,0.39552046190739815
JPR0400,Blue Orchid Manor,PG,Boys,26.937218,75.735771,"₹18,000/month",1,1,1,1,18000.0,13.05,17.59,2.77,2.77,Vaishali Nagar Tech Corridor,4,0.89375,4.24,2.3072591348805567,-0.06699599152011311,1.6033289779590365,-0.2925900326777674
JPR0401,Cozy Address,PG,Co-ed,26.792972,75.839683,Rs. 4800,1,0,0,0,4800.0,6.08,2.72,16.74,2.72,Jagatpura Education Belt,1,0.06875,8.42,-1.3013359242942284,-0.08434707188893965,-0.8507459883047949,0.6566845110073786
JPR0402,Urban House,PG,Boys,26.910743,75.782345,18000 per month,1,0,1,1,18000.0,8.21,12.48,4.52,4.52,Vaishali Nagar Tech Corridor,3,0.89375,3.18,2.3072591348805567,0.5402918213888177,0.785303989204426,-0.5333151561960102
JPR0403,Comfort Residency,PG,Co-ed,26.911009,75.736202,INR 5400/month,1,0,1,0,5400.0,10.8,15.43,0.16,0.16,Vaishali Nagar Tech Corridor,2,0.10625,12.8,-1.1373088761499202,-0.9727223867728615,-0.03272099955018445,1.6513788893186083
JPR0404,Highland Manor,PG,Girls,26.944503,75.808012,"₹10,100/month",1,0,0,0,10100.0,11.39,14.89,7.92,7.92,Vaishali Nagar Tech Corridor,1,0.4,2.22,0.14756966764716262,1.7201652864690264,-0.8507459883047949,-0.7513303624012112
JPR0405,Prime Heights,PG,Girls,26.920304,75.764987,8200,0,0,1,1,8200.0,9.9,14.32,2.93,2.93,Vaishali Nagar Tech Corridor,2,0.28125,6.04,-0.3718493181431474,-0.011472534339867948,-0.03272099955018445,0.11618847895698446
JPR0406,Golden Nest House,Hostel,Girls,26.867882,75.701269,Rs. 5600,0,0,1,0,5600.0,11.45,15.8,6.07,6.07,Vaishali Nagar Tech Corridor,1,0.11875,5.93,-1.0826331934351505,1.0781753128224425,-0.8507459883047949,0.09120756991263844
JPR0407,Comfort Court,PG,Girls,26.912822,75.721694,INR 4300/month,1,0,0,0,4300.0,11.99,16.64,1.5,1.5,Vaishali Nagar Tech Corridor,1,0.0375,11.43,-1.4380251310811523,-0.5077134328883087,-0.8507459883047949,1.3402530221299358
JPR0408,Golden Nest Residency,Hostel,Girls,26.907399,75.727519,7500 per month,0,0,0,0,7500.0,11.16,15.81,1.07,1.07,Vaishali Nagar Tech Corridor,0,0.2375,0.0,-0.5632142076448405,-0.6569327240602174,-1.6687709770594055,-1.2554905267507386
JPR0409,Zenith Stay,Independent Flat,Co-ed,26.924999,75.883979,"₹9,400/month",1,1,0,0,9400.0,11.59,12.62,14.66,11.59,MNIT Jaipur (JLN Marg),2,0.35625,4.92,-0.043795221854530546,2.993734585540899,-0.03272099955018445,-0.13816259494908342
JPR0410,Green Valley Retreat,PG,Girls,26.837343,75.816991,Rs. 5800,0,1,1,0,5800.0,0.67,4.01,11.52,0.67,MNIT Jaipur (JLN Marg),2,0.13125,11.03,-1.027957510720381,-0.7957413670108303,-0.03272099955018445,1.2494133528777687
JPR0411,Royal Manor,PG,Girls,26.81952,75.849203,"₹12,600/month",1,0,1,1,12600.0,4.39,0.41,15.19,0.41,Jagatpura Education Belt,3,0.55625,4.95,0.8310157015817811,-0.8859669849287285,0.785303989204426,-0.13134961975517082
JPR0412,Sunrise Manor,PG,Girls,26.95394,75.798791,4500,0,0,0,1,4500.0,12.5,16.16,7.69,7.69,Vaishali Nagar Tech Corridor,1,0.05,10.0,-1.3833494483663826,1.6403503167724243,-0.8507459883047949,1.0155012045534386
